,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
523,Jack White,MEM,26,4,0,4,15.9,1.5,0.5,4,12.5,0.5,2.5,20,0,0,0,1,2,3,0.3,0.5,1,0.3,0.8,8.7,0,0,-7
527,Terry Taylor,CHI,24,31,12,19,6.1,1.5,0.6,1.3,51.3,0.1,0.3,22.2,0.1,0.2,80,0.5,0.6,1.2,0.3,0.2,0.2,0.1,0.5,3.9,0,0,0.5
528,Jacob Toppin,NYK,24,9,2,7,4.2,1.4,0.6,1,55.6,0.1,0.4,25,0.2,0.2,100,0.3,0.4,0.8,0.3,0.1,0,0.1,0.3,3.1,0,0,-1.8
529,Jermaine Samuels Jr.,HOU,25,14,8,6,4.3,1.4,0.6,1,64.3,0,0.1,0,0.1,0.1,100,0.2,0.7,0.9,0.2,0,0.1,0.1,0.4,3.5,0,0,-0.9
530,Jerome Robinson,GSW,27,22,17,5,3.7,1.4,0.5,1.5,33.3,0.1,0.8,11.8,0.3,0.5,63.6,0,0.2,0.3,0.2,0.1,0,0.1,0.2,2.5,0,0,1.2
531,Kendall Brown,IND,21,15,10,5,4.2,1.4,0.5,1,53.3,0,0.1,0,0.3,0.5,62.5,0.2,0.1,0.3,0.3,0.1,0,0,0.6,2.2,0,0,-1.6
531,Mason Jones,SAC,25,5,3,2,5.5,1.4,0.4,1.6,25,0.4,1.4,28.6,0.2,0.4,50,0.2,0.8,1,1,0.4,0.2,0,0.6,4.3,0,0,-1.4
533,Isaiah Thomas,PHX,35,6,4,2,3.2,1.3,0.5,1.7,30,0.3,0.7,50,0,0,0,0,0,0,0.5,0,0,0,0,2.1,0,0,-2.3
534,Nathan Mensah,CHA,26,25,3,22,12.3,1.3,0.5,1.1,42.9,0,0,0,0.4,0.5,75,1.2,1.4,2.6,0.4,0.6,0.2,0.6,2.6,6.8,0,0,-5.3
535,TyTy Washington Jr.,MIL,22,11,5,6,5.1,1.3,0.5,1.8,30,0.2,0.5,33.3,0,0,0,0.1,0.4,0.5,0.5,0.2,0.3,0,0.1,3.1,0,0,-1.2
536,R.J. Hampton,MIA,23,8,3,5,9.5,1.3,0.5,1.8,28.6,0.1,1,12.5,0.1,0.3,50,0.3,0.5,0.8,1,0.4,0,0,1,3.3,0,0,2.6
537,Chris Livingston,MIL,20,21,13,8,4.3,1.2,0.5,1,50,0,0.2,20,0.1,0.2,75,0.1,0.9,1,0.2,0.2,0.1,0,0.7,2.8,0,0,-1.3
538,Keyontae Johnson,OKC,24,9,7,2,7.4,1.2,0.6,1.8,31.3,0.1,0.3,33.3,0,0,0,0.4,0.7,1.1,0.4,0.4,0.1,0,0.6,3.1,0,0,-0.8
539,Jay Huff,DEN,26,20,16,4,2.5,1.2,0.5,0.8,60,0.2,0.5,33.3,0.1,0.1,100,0.1,0.5,0.6,0.1,0.1,0.1,0.2,0.5,2.7,0,0,-0.5
540,Admiral Schofield,ORL,27,23,15,8,3.7,1.1,0.4,1.1,38.5,0.3,0.7,37.5,0,0.1,0,0.1,0.6,0.7,0.3,0.2,0,0,0.4,2.4,0,0,-0.6
541,Robin Lopez,MIL,36,16,10,6,4,1.1,0.4,1.2,36.8,0.1,0.5,25,0.1,0.1,100,0.2,0.1,0.3,0.3,0.1,0.1,0.2,0.4,2.5,0,0,-1.4
542,Hunter Tyson,DEN,24,18,14,4,2.7,1.1,0.4,1.1,40,0.2,0.8,28.6,0,0,0,0.1,0.4,0.5,0.1,0.1,0.1,0,0.6,1.9,0,0,0.4
543,Braxton Key,DEN,27,20,14,6,3,1.1,0.4,0.9,41.2,0.1,0.3,40,0.3,0.4,75,0.2,0.8,0.9,0.5,0.1,0.1,0.1,0.3,3.3,0,0,-0.6
544,Filip Petrusev,SAC,24,3,2,1,3.1,1,0.3,0.7,50,0,0,0,0.3,0.7,50,0,0.3,0.3,0,0,0,0,0.3,1.4,0,0,2
544,Frank Ntilikina,CHA,25,5,0,5,8.6,1,0.2,1.8,11.1,0.2,1.6,12.5,0.4,0.4,100,0.2,1,1.2,0.8,0.2,0,0,0.8,3.4,0,0,-0.2
544,Hamidou Diallo,WAS,25,2,1,1,2.4,1,0.5,1,50,0,0,0,0,0,0,1,0,1,0.5,0.5,1,0,0.5,5.5,0,0,2
544,Joshua Primo,LAC,21,2,2,0,5.1,1,0.5,1.5,33.3,0,0.5,0,0,0,0,0.5,0,0.5,0,2,0,0.5,0,1.1,0,0,-0.5
548,Thanasis Antetokounmpo,MIL,31,34,21,13,4.6,0.9,0.5,0.9,53.3,0,0,0,0,0.1,0,0.2,0.2,0.4,0.5,0.4,0.2,0.1,0.7,2.7,0,0,-1.2
549,James Johnson,IND,37,9,4,5,5.2,0.9,0.3,1.1,30,0,0.2,0,0.2,0.2,100,0.1,0.3,0.4,0.9,0.6,0.6,0.1,1,4.2,0,0,0.6
550,DaQuan Jeffries,NYK,26,17,11,6,2.7,0.8,0.4,1,35.3,0.1,0.6,20,0,0.1,0,0,0.3,0.3,0.3,0.2,0,0.1,0.1,1.6,0,0,-0.6
551,Charlie Brown Jr.,NYK,27,8,2,6,4.7,0.8,0.3,1.3,20,0.3,0.9,28.6,0,0,0,0.1,0.1,0.3,0,0.3,0,0.3,0.6,1.6,0,0,-0.8
552,Wendell Moore Jr.,MIN,22,25,18,7,3,0.7,0.4,0.7,50,0,0.2,0,0,0,0,0,0.5,0.5,0.2,0.2,0.2,0,0.2,2.2,0,0,-0.2
553,Alondes Williams,MIA,25,7,5,2,2.2,0.7,0.3,1.1,25,0,0.6,0,0.1,0.1,100,0,0.1,0.1,0,0.3,0,0.1,0.3,1,0,0,-2.9
554,Jalen Slawson,SAC,24,12,8,4,3.1,0.7,0.3,0.5,66.7,0,0.2,0,0,0,0,0.1,0.5,0.6,0.2,0.2,0.1,0.1,0.7,2,0,0,-0.5
554,Pat Spencer,GSW,27,6,4,2,4.3,0.7,0.3,0.7,50,0,0.3,0,0,0,0,0.3,0.3,0.7,0.8,0.2,0,0,0.2,2.6,0,0,-1
554,Quenton Jackson,IND,25,3,3,0,3.5,0.7,0,0.3,0,0,0,0,0.7,0.7,100,0,1.3,1.3,0.7,0,0.3,0,0.3,4.3,0,0,0
554,Shaquille Harrison,MEM,30,3,1,2,2,0.7,0.3,0.7,50,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0.3,0,2.5,0,0,-3.7
558,Juan Toscano-Anderson,SAC,31,11,7,4,4.8,0.6,0.3,1.1,25,0.1,0.4,25,0,0,0,0.4,0.9,1.3,0.4,0.2,0.1,0.1,1,3.1,0,0,-0.8
559,E.J. Liddell,NOP,23,8,3,5,2.9,0.5,0.1,0.8,16.7,0,0.6,0,0.3,0.3,100,0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,2.7,0,0,-0.5
559,Usman Garuba,GSW,22,6,5,1,3,0.5,0.2,1,16.7,0,0.2,0,0.2,0.3,50,0.5,0.7,1.2,0.2,0.3,0.2,0.5,0.3,3.8,0,0,-1.8
561,Pete Nance,CLE,24,8,3,5,3.4,0.4,0.1,0.8,16.7,0.1,0.1,100,0,0.3,0,0,0.4,0.4,0,0.1,0.1,0,0.3,1.1,0,0,-2.9
562,Maxwell Lewis,LAL,21,34,18,16,3,0.3,0.1,0.6,19,0,0.3,11.1,0.1,0.1,66.7,0.1,0.1,0.1,0.2,0.3,0.1,0,0.1,0.7,0,0,-2.1
563,Andrew Funk,CHI,24,5,3,2,2.7,0,0,0.8,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0.2,0,1.2,0,0,0.8
563,Danny Green,PHI,37,2,1,1,9.2,0,0,1,0,0,0.5,0,0,0,0,0,1,1,0.5,0,0.5,0,0.5,3.5,0,0,0
563,Dmytro Skapintsev,NYK,26,2,0,2,1.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Jalen Crutcher,NOP,24,1,1,0,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563,Javonte Smart,PHI,25,1,1,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
563,Justin Jackson,MIN,29,2,2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Kaiser Gates,NOP,27,1,0,1,7.4,0,0,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-2
563,Malcolm Cazalon,DET,22,1,0,1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
563,Ron Harper Jr.,TOR,24,1,1,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.5,0,0,-9
563,Ryan Arcidiacono,NYK,30,20,15,5,2.3,0,0,0.3,0,0,0.3,0,0,0,0,0,0.4,0.4,0.2,0.1,0.1,0,0.3,1,0,0,0.1
